-78185	100353	72452	-57698	-70804
-21401	71278	88333	-45572	-20213
-1332	70107	77939	-24336	-15859
-61850	77864	102708	-85391	-39405
-71438	102398	64569	-46187	-73642
-69009	102541	64528	-45618	-72572
34932	82230	39403	43907	-24070
-94217	93783	94629	-88432	-64281
11171	71056	74871	-11462	-14839
20965	90906	31805	44457	-37960
-12339	70247	87233	-39667	-20041
-39001	74681	94691	-66691	-27264
-22897	99325	41560	9148	-60996
-66229	103351	64929	-38952	-72756
-89332	87515	100307	-97745	-57966
-63423	103895	60095	-32377	-73541
-57748	77495	104521	-80901	-36242
-59507	103321	57236	-30665	-71453
25106	88316	33285	43687	-35835
-80626	101161	73950	-59545	-73110
-41291	74559	99770	-68206	-27420
-76089	83588	104401	-93338	-47070
-38649	100655	46069	-3111	-65655
23521	88833	32909	45772	-37375
-22463	71159	90969	-50487	-22138
-90728	97097	87637	-82298	-70057
-80748	99980	75075	-63570	-73058
-26036	72442	91876	-55222	-22684
30043	74401	52773	25796	-14905
12829	92313	31836	40346	-43229
-23605	73149	92821	-51364	-21705
-56511	75582	102901	-81275	-35950
-91154	96268	90030	-86401	-66772
-59238	76221	104112	-83532	-35766
-18209	71107	88702	-42076	-20391
29519	87582	35911	46213	-28924
-82014	84070	102175	-94963	-51544
29473	87195	34954	45309	-31632
-3689	71376	80665	-26316	-16215
-32791	72322	94854	-60850	-26134
1137	71029	78561	-20310	-16716
-61599	103321	59076	-31024	-73238
-59797	76826	101485	-84946	-38643
-1835	70027	80780	-25337	-18163
29251	85146	35617	46943	-28849
9992	95559	32982	38792	-45735
-61171	103995	59792	-33475	-69709
-6622	99103	38066	23865	-53339
-32988	72469	94825	-60526	-26397
-59215	102627	58361	-28481	-70250
-91012	92251	95622	-94606	-60931
-92058	90077	100121	-95361	-60620
-93028	94664	93997	-91254	-64849
-43912	74441	99894	-71204	-30144
-92675	97572	85716	-82314	-69091
-89196	89642	100310	-95119	-60948
-72395	103754	68084	-50700	-73496
-46627	75995	99719	-72997	-31033
15189	71280	68367	-1769	-15037
-41058	102942	47872	-7639	-65008
33121	82501	36284	44722	-25964
-15511	70902	88725	-40737	-19861
-3782	70456	82683	-28761	-17579
-23112	74403	93319	-52634	-22425
33304	83036	38919	43973	-26818
-70259	81150	104466	-91465	-43939
10098	94179	32050	37292	-45601
-88514	98119	83259	-73194	-71590
33643	78203	46285	32962	-19161
18937	73142	65348	4020	-14557
-67451	78832	104704	-87847	-40859
14554	70447	70860	-4074	-15471
-87340	100248	79631	-73427	-69623
-80368	101953	73403	-60298	-72719
-85105	100846	77585	-66738	-73248
-1067	94265	35976	30409	-51104
-61876	103301	57782	-31689	-72009
-24069	72697	89860	-47799	-23528
-91910	95574	91515	-85631	-66171
-81539	83161	102453	-95764	-52447
-84259	98807	78777	-66822	-72224
36136	78802	42238	39998	-22654
-86340	85555	102429	-97643	-53695
-64631	78839	103025	-84887	-40275
33724	82718	36792	44033	-27607
4516	70409	77167	-16478	-15897
-20661	72309	92138	-47162	-23558
-13319	97820	35891	18947	-56481
-9293	71231	83650	-31998	-17825
10785	70435	72340	-8671	-14939
8926	71018	73078	-12735	-16070
-4833	99110	33695	27057	-54251
24621	74740	59539	16161	-14968
24236	74442	58559	15622	-14761
-91855	90538	97793	-94897	-60018
-31777	100635	42878	3288	-62176
-74201	81722	105292	-94491	-46224
36083	79428	43212	38317	-19871
-81322	82912	103576	-95997	-52089
27834	74323	55288	21407	-15630
-25546	72418	90486	-51989	-21006
10057	69814	73029	-10879	-15887
-69662	80842	102392	-90143	-43705
-55404	103118	56454	-25382	-69808
28027	75221	56564	20246	-14433
-84205	82663	103490	-97477	-50508
2055	70199	79211	-20445	-16385
-69241	80488	104627	-89505	-41045
-84305	85636	101459	-97114	-51507
-91525	91960	95555	-92504	-62773
11939	93089	31353	39269	-44508
-75713	102913	68717	-53891	-73973
-4340	99263	34775	26701	-53405
-64440	79736	102096	-85876	-39200
2165	92996	34075	33074	-49716
-16390	99309	37193	18624	-57380
-50691	102439	54028	-19819	-68979
10715	93455	32137	38958	-43092
-88528	89162	101358	-97800	-58078
30597	77494	50057	29247	-16307
-94336	95133	95056	-93193	-63028
-22379	72818	91692	-50611	-23172
5165	69653	75948	-14447	-13422
-83137	86125	103929	-97501	-53249
34967	78273	44042	35120	-19469
11145	71193	71738	-9540	-13399
19443	71638	65116	3442	-13887
-53973	77742	100937	-76605	-34252
-90670	89768	98808	-96221	-60079
32201	83475	36196	46439	-26293
-68365	103229	64389	-42117	-72786
-19657	100279	38112	12568	-59281
837	72097	78687	-21869	-16935
-78379	83667	104566	-97060	-47813
12334	93875	32290	39630	-43742
-52404	101593	54164	-22396	-70260
-87552	87273	102498	-95496	-56962
34631	77745	47001	31297	-17487
-75249	101365	69657	-52680	-73971
34206	83076	39509	43035	-24210
-72580	102335	65005	-46194	-74020
-62456	77743	103753	-85797	-37717
-50434	102370	53834	-19511	-70604
-58182	78693	101816	-82213	-35645
5786	71054	76526	-14558	-15502
-87124	99240	81368	-74893	-70871
-57718	76716	103297	-83803	-37581
705	94799	34733	32568	-49079
-23581	101189	40280	9566	-62082
-92482	95198	92876	-88044	-66261
-91939	95699	88720	-84328	-67324
-90944	98673	84570	-79863	-71522
3754	70632	77298	-17563	-15963
-72987	80014	103954	-90610	-44142
-85484	100366	78312	-69084	-71660
-76226	82743	104702	-93808	-47426
25157	87545	33926	44793	-34188
-54220	77241	101207	-78829	-34046
-84329	100807	77258	-65712	-72472
35252	76085	47869	33012	-16854
-24275	73302	91114	-50216	-21967
-36940	101605	45317	-3514	-65850
-11379	99021	36360	21184	-54665
31237	55241	16679	42242	-17630
42898	54881	3697	62126	-15276
9396	42689	54130	-8678	-4350
48465	90188	78351	28469	-6435
-24617	-50598	-74305	14038	-5812
71108	1775	740	52277	31136
-20486	28690	73670	-61566	-338
17896	-27394	-47228	33019	8354
-20215	27512	73921	-60204	-1096
21881	-26755	-42221	37503	13117
-51196	-5969	3461	-45177	-18611
-57303	24653	23668	-46636	-34461
-6453	37171	71332	-43263	873
-38459	17679	71975	-77531	-67
-79460	-22025	30924	-97088	-9451
46575	52996	278	67966	-16400
-17475	30871	74725	-54818	76
24064	-86207	-77229	30314	36642
-67730	-65435	-68124	-36381	-12747
-39268	-28634	-7012	-43382	-303
34282	-78140	-80753	45794	33160
-30543	-60541	-21211	-40327	17551
-83016	-24894	22262	-96948	-9011
55856	-11232	-14339	46922	27871
64095	17222	-38722	94567	271
-87116	-58062	-31041	-74479	-11746
75033	5657	9250	53712	28715
-69090	-67658	-65536	-37126	-10987
-5816	-40826	-65876	24119	-3511
-58489	32788	26280	-48799	-37304
11031	-90933	-69511	12949	36968
79617	18057	16425	53651	29055
16541	-28371	-48494	34212	9013
34061	55321	16017	46804	-16638
36087	-74218	-82105	47476	35697
-47189	-16303	1616	-44647	-11754
-57167	-64530	-75082	-20691	-12056
29455	55273	21056	41595	-15181
-16399	32378	72410	-53664	708
72937	8965	9448	55252	31855
-30829	-54038	-20812	-41913	17326
58819	38355	-19237	84914	-8232
-79512	-23721	25938	-97163	-8986
-25680	-70882	-29941	-36699	23669
40932	92295	82543	19547	-11729
10887	42723	53671	-8005	-4327
-36018	-38989	-8429	-43294	5821
-54953	49075	42258	-46296	-41981
-80655	-63029	-46958	-60019	-12164
-80999	-61666	-46891	-62409	-12252
-54102	-64149	-76130	-17454	-10818
42795	92037	83914	20448	-12745
46253	-61699	-80730	64473	30902
-17134	-81049	-38266	-30267	26955
-29639	-58150	-21222	-39984	19193
-87026	-53777	-22883	-77467	-11431
80762	23912	22709	56663	26971
-46223	66324	56237	-40069	-42039
60287	83808	74076	35056	-547
23764	-25197	-40496	36052	11423
75926	10358	8911	55576	31052
30223	-82925	-79333	38842	35339
-58937	16134	15945	-46181	-29393
-77838	-66620	-55202	-52994	-14100
-13136	91824	77345	-19439	-34593
-73640	-66939	-62008	-43261	-11183
-33212	79022	67140	-34469	-40034
-83415	-29813	16131	-96279	-9837
-19586	-48571	-71324	16621	-4387
66488	9412	-46725	93858	2735
-25181	26738	72747	-65972	232
-15879	91629	79202	-22277	-38430
62722	-20377	-63636	91190	16458
-51156	7288	64271	-86528	-4160
-19976	-76585	-38097	-29873	27019
-5760	91636	81268	-15975	-32417
-36993	74705	62299	-35097	-40123
6145	40153	61415	-24796	-1334
18762	-27694	-46105	34196	10544
-4208	-89146	-55707	-12297	34906
-22944	-73820	-32605	-33486	26761
81591	50765	47293	54183	19099
-6552	93469	79973	-13690	-34046
26775	54110	22460	37838	-15447
-50435	-61664	-77197	-12591	-9528
-47615	11849	66453	-83260	-2291
65616	-3233	-1099	50235	29007
-57790	16270	14701	-45734	-27851
44028	92820	78181	22338	-9260
78380	64125	59146	48873	12757
-44726	70095	55618	-40290	-40619
-75611	-15758	35237	-97340	-6922
39077	94321	83605	18441	-13665
37568	-21057	-27228	40867	18575
48394	47498	-7107	73677	-14444
7324	41277	59266	-21009	248
81594	24488	24225	55463	28255
7342	42242	58592	-14621	-1680
-19596	31683	73554	-58136	951
22790	-87678	-78527	29266	36951
59627	35382	-24956	86025	-7804
-83858	-60407	-39676	-67451	-10528
-14237	90260	79228	-17916	-35563
-81073	-23754	25885	-95279	-8784
-22828	-71481	-30912	-35692	25839
-86730	-37108	7103	-92096	-11090
82569	28312	28959	55482	26699
72170	71480	63673	44564	7887
80230	27581	24394	56467	27873
73070	3549	4435	54501	31503
82632	37185	35095	55609	24930
-12694	92241	77542	-17297	-34073
65168	-3625	-3055	52690	29530
-55504	9431	11046	-47729	-27293
80666	31014	29417	55154	25760
-83177	-27838	21644	-93911	-9589
45730	-65954	-79945	59328	30851
49275	-57981	-79179	68381	29223
-30165	-59664	-21487	-41504	20375
-19902	87055	76331	-24550	-35689
52986	45622	-12440	78899	-10181
65229	23289	-34157	93295	-532
-57285	12168	11552	-44348	-24775
57287	-43722	-76436	79575	22659
-90581	-50538	-18250	-82194	-11905
-57676	17335	18920	-48099	-30062
-35319	22633	72702	-72928	-690
-15428	-82980	-42119	-26947	30821
-47189	-15629	-1497	-43770	-10644
-28175	-60061	-21423	-39483	19552
-29059	24985	74029	-67482	-1791
30203	-24572	-36209	38617	14584
13568	44536	48319	-3461	-4502
-77764	-19471	33239	-96212	-7215
-1946	-90996	-60696	-7071	33890
-45164	-23537	-4782	-44798	-6408
-4734	-89824	-54765	-10979	35232
48286	48705	-3135	68222	-16006
-34017	-47089	-14128	-43104	10231
23518	53008	30619	24835	-14394
23977	97327	86636	7167	-20779
24719	51540	30054	24547	-14054
-26204	87032	74115	-27203	-37936
20561	-28065	-43106	34939	10844
65150	-5619	-4721	48044	29875
739	37533	67599	-33504	2955
17658	-29357	-45331	34621	8673
-3016	-89269	-61065	-8399	34871
-38949	-37415	-8847	-43395	6465
-31128	-53724	-17945	-40773	16040
-54295	7081	11399	-47032	-25928
64983	-11859	-60715	92914	11995
59105	37793	-22428	85199	-7242
-54301	-64095	-73920	-18442	-10414
-2125	-89862	-59103	-10224	35514
-13548	32561	72485	-48800	1628
-41528	68856	58507	-41057	-40215
28622	-84346	-78988	34291	35933
49090	-15851	-21619	44074	23558
11203	43410	55480	-12182	-1592
-886	-89391	-63067	-4835	37168
34040	53433	15605	45467	-17850
-86747	-57743	-35682	-72410	-12662
-49937	-4569	4833	-44629	-17057
-78878	-20316	29567	-97741	-9783
71603	5765	4377	52192	29895
14205	-30022	-51552	33393	6444
-41997	-28171	-5883	-43140	-2730
15565	45403	48211	-1583	-5943
81307	47525	45186	54177	19599
-33163	-47257	-14722	-43245	11709
53265	-14258	-16237	45188	23579
80550	23946	22827	55061	27470
53442	45790	-13012	80547	-11112
56086	-45147	-77294	79197	26308
-86976	-35000	6966	-91657	-9749
38664	-19220	-26919	41555	20969
-35497	-55529	-77934	4039	-8785
55036	-52755	-77454	73443	28224
-57521	32063	27765	-47002	-35857
-86191	-34481	8956	-94157	-10838
43241	50074	670	64841	-15708
14327	44104	50162	-3434	-4907
15737	49261	41185	7122	-8147
48033	-64976	-79646	62991	32428
-13407	-83695	-41251	-23872	29759
-33288	-53254	-18196	-43741	13570
-1165	93009	82944	-14819	-33171
-44845	-20023	-130	-43984	-7782
-38117	-34574	-5998	-43919	3200
-36172	18740	69531	-72643	-1449
30469	57698	21759	37881	-16763
-44200	-24133	-3479	-44069	-4708
73261	67808	59910	46488	9182
750	-90777	-62571	-1686	36303
-34155	-47949	-15497	-43252	9869
-43161	-25001	-3249	-45102	-5124
68292	-1022	1957	51547	30844
62829	29392	-30116	89639	-4933
-19940	88652	74915	-22193	-36466
47742	48880	-5516	70179	-13768
3560	41193	64279	-25805	958
80175	52040	46894	52168	17843
-40440	-33027	-5231	-42936	2352
32910	55850	17446	44781	-15964
35463	-21295	-31371	40875	19196
-24433	-68765	-27516	-38289	24153
71625	71990	64956	43020	7879
30361	-24021	-35322	37412	15252
-55588	3667	7512	-46427	-22640
4961	-92990	-66205	4206	38848
64112	-6135	-5377	50005	29099
7691	41478	59893	-21114	-1149
64543	-15038	-61633	92630	12527
-56263	3567	56109	-91303	-4798
62587	23093	-36269	91206	-2592
7162	-91747	-68767	8894	34728
-10207	-85942	-49849	-19132	33361
-60857	-65223	-72389	-25569	-10941
-75643	-19099	35745	-98040	-6507
70449	70626	62145	44998	7014
38147	55625	8912	54209	-16699
-34108	-44179	-11891	-42039	8861
23672	-26894	-41486	36027	12822
-34658	-58201	-79730	2885	-8162
65165	-20113	-62283	90282	14748
7657	-91388	-66775	5080	37297
22305	51943	33935	20738	-12319
25254	-85896	-77126	31001	36553
-75967	-65827	-59577	-46672	-11404
-47465	-17220	-387	-45115	-8027
82109	28532	28419	57999	27591
78867	61802	56972	48731	12749
79947	20052	18532	54784	29073
15407	45208	48900	67	-3896
65136	79252	70488	39148	1179
-89338	-44169	-4407	-88236	-11209
-1283	-90418	-59772	-4635	36555
66083	17083	-40059	94414	795
-75329	-64486	-56099	-47055	-12057
82184	47156	44978	54202	18433
15440	-29258	-48836	33803	7557
-75379	-66728	-59758	-47940	-12582
-9988	-42606	-67762	24725	-3731
65225	16057	-39445	93723	722
63169	25356	-36509	90853	-1438
3543	-91331	-63991	84	37211
63946	-5313	-4735	49583	30543
73781	6157	4074	51931	30277
60743	-31847	-72804	84997	19636
74989	5732	8312	54013	30627
-44879	-19534	-2736	-44927	-8180
-89440	-45529	-8641	-86763	-9538
-58908	20781	19835	-47415	-32255
-70813	-68156	-61386	-43878	-11686
-14926	-44955	-70902	21274	-3655
36931	54624	13057	52507	-16882
11471	41811	53007	-11015	-2713
49235	50747	-4804	72082	-12974
-63929	-65017	-69560	-30383	-10668
-8451	-84743	-51256	-16610	32242
-6875	35299	69830	-41763	1369
-24546	-69751	-29173	-38518	22727
-71846	-65898	-61749	-43375	-12119
78897	64170	54804	47577	13542
39100	-21281	-28985	39832	20686
-53908	3429	7865	-45539	-22071
-42659	15837	68103	-81440	-2080
-47836	-60741	-78526	-9181	-9541
80227	15771	15988	57592	28262
-58616	11630	12604	-46303	-26979
-27887	-62489	-22547	-39688	21358
47581	-17601	-21976	42112	23051
16490	46944	44216	5133	-6849
-50997	-5274	1990	-45008	-15777
80989	15828	16530	56066	29016
-1968	-89324	-60227	-9482	34152
352	34787	65887	-29895	487
609	-39112	-62723	28381	1425
69953	903	2313	51597	30049
16235	97806	87625	3278	-23428
29371	55723	18639	41904	-15552
48935	49607	-5638	71551	-12992
35506	-75171	-81772	48591	34075
-13161	32517	73401	-49564	1083
-30802	81613	71921	-32932	-40121
-83355	-61030	-47974	-59318	-11848
9265	-30868	-56148	30579	4582
57880	37031	-21441	84406	-9114
64866	6402	-48371	94290	5931
-58849	34884	28928	-48122	-37060
50131	49396	-6052	72350	-12433
6559	-34429	-57252	31221	1218
-56689	15396	15038	-46238	-29101
23933	54182	30512	24200	-14020
-15685	88053	77312	-21355	-36140
-41178	-33860	-7259	-42770	3497
11096	39572	55739	-12283	-2431
8034	42581	58677	-17254	-858
-10631	-83871	-46954	-20818	32914
-74210	-67513	-58913	-48996	-11481
7460	-89869	-67219	7672	36279
19693	97308	84071	4111	-23866
-25767	-64054	-25622	-38045	22957
-58881	38872	33172	-46588	-38776
-87153	-52232	-23599	-79522	-11028
13094	44187	52086	-7785	-2909
-6219	-88607	-53682	-14315	34042
27539	55715	23712	35378	-16034
48112	-60180	-79601	65987	30556
-11239	32430	71883	-49785	1662
78190	13827	12952	53673	29375
-12608	90900	78145	-18941	-34339
9565	97142	84513	-5398	-28112
-59013	25478	23853	-47753	-32946
24613	-27748	-40013	37363	12331
79531	17109	18340	54941	28630
32253	56449	17639	42184	-16117
67753	75523	68151	42010	3732
42839	53844	2558	64710	-15143
21228	49465	36273	16728	-10802
83656	27210	25861	54873	26840
-52752	383	7634	-46333	-21720
-5049	35081	71320	-42712	916
32115	-78817	-80196	43793	36108
-52491	54866	45974	-44661	-41693
83813	40038	37279	54730	22603
-57426	32786	24871	-46399	-34731
40493	94326	82069	16474	-13791
-47478	-15292	-773	-46701	-10430
-50398	55015	47154	-43935	-41734
58194	-42819	-74266	81488	22373
8754	-33099	-53739	33217	5003
28035	-25279	-36541	39809	14504
-72165	-10775	42919	-97793	-8658
40228	-19450	-24825	40061	21892
65657	-1321	-54916	95463	10009
1037	-36727	-62039	28455	-1144
24596	53706	31924	25502	-14468
63044	-30825	-68131	85137	21472
4453	40831	63133	-26105	1602
-71010	-9425	44933	-96001	-7494
70591	72042	67081	45441	7784
83020	37629	36854	55554	23050
-55952	8538	9864	-46549	-23684
-329	-92250	-63828	-2045	35108
26102	-24165	-39230	38514	14103
61550	83216	71126	35660	2070
21169	52565	33990	19309	-11971
62398	-30672	-69567	85551	21149
-2618	-88782	-56661	-8118	35321
-31597	-53920	-17253	-41520	13049
58256	-12848	-10800	46848	26706
-23295	26288	74354	-63509	679
-37488	-37674	-8457	-42088	3312
-33858	-55566	-78397	6210	-6883
-56239	4830	58722	-89850	-4132
46861	-17943	-21961	42120	23693
8835	98014	83509	-6387	-27608
-33265	-44530	-13869	-43333	11031
-50340	-62164	-75203	-11543	-9673
-82386	-27355	22506	-96196	-10316
78614	20201	17824	56440	27346
76741	62773	52574	50117	14301
58176	37380	-21850	85827	-9236
33612	55073	13254	50291	-17046
-45727	-24013	-2303	-43586	-4895
-42378	-25892	-2002	-44755	-2951
-48245	-12356	2422	-45479	-13567
11316	-90778	-68991	11804	37815
-85858	-38593	4137	-93445	-11178
80919	21226	19316	56698	28903
17559	-28467	-44425	34944	8414
-37866	-59317	-77751	-84	-8469
17842	46037	40638	5240	-9031
79303	60049	51926	49178	14057
-37202	-56053	-78400	2644	-8735
8411	96732	84931	-3903	-30021
2617	-36735	-59553	30472	255
32130	56002	20103	41183	-16482
21428	52188	34096	20277	-12651
54856	-13682	-17094	44547	24593
-6864	34126	69323	-41715	496
-39277	-59022	-77148	-1962	-8447
75998	8672	9183	53432	29863
-65526	-68117	-69507	-32283	-10990
31021	-83231	-80288	37960	35512
-39549	-35051	-6248	-44894	2509
72005	71916	62172	44299	7656
-42272	-24315	-4206	-42904	-3114
62047	26499	-30527	91007	-4804
-61076	-338	54776	-92651	-4473
39875	57904	8454	55956	-15644
-43275	14442	70639	-79647	-1656
-59085	27713	21881	-45652	-33628
-4716	-88426	-53721	-11565	34028
8858	42544	59389	-17758	-1378
66829	-16514	-61153	92994	14651
3676	-89231	-61376	-1339	37321
-58048	37739	31596	-47689	-38262
-63662	-1429	55787	-94159	-2255
6457	-91488	-65060	3974	37971
64048	81106	69439	39519	2093
-29645	-57182	-22910	-41618	17812
37047	54027	11128	50919	-14903
40441	-20890	-27394	40777	21758
82941	34123	30981	56175	26184
7688	40297	57759	-18637	-2760
-51157	-62300	-76848	-13366	-11064
56551	-47697	-76878	78106	23547
48047	-60879	-81245	67304	31112
21946	52515	31176	22958	-12356
-11228	-85187	-49361	-20334	33778
71660	71772	62436	44747	8799
62827	-25770	-68009	90287	19098
-36432	-47179	-13638	-42040	11263
-70842	-10634	42288	-96091	-8765
31929	55152	16751	44593	-17883
80832	23646	23774	55700	27603
80658	17251	18781	56233	28077
14512	-87902	-72485	18354	37829
32820	-23548	-36019	37765	16186
232	-91507	-63415	-3725	36097
80767	33758	31375	56848	26212
62878	-32765	-69966	86784	20558
-20556	-75651	-34275	-34518	26334
17120	48315	43207	5551	-7985
-60509	1176	55420	-92037	-2430
5540	95565	84412	-5908	-29282
-38694	18708	70663	-76053	-1556
53452	-12897	-14902	46369	25786
25245	-24179	-37824	37288	13608
40090	53247	7479	59138	-17909
1175	-36931	-58978	28815	1695
1243	38497	64805	-27910	1143
66707	7667	-45871	95840	4598
51968	46838	-12297	78926	-11673
30936	-23389	-34244	39392	15028
48709	-62220	-80568	66682	29783
14090	46076	47861	-2295	-2548
76281	14628	15900	56794	28990
73048	4799	2774	52297	29395
-71062	-64919	-64270	-39569	-11357
-16588	-46942	-72506	19270	-4541
-89491	-42355	-3019	-90433	-12469
26829	-23678	-39676	38907	13877
50906	-56821	-79233	70197	26671
-32399	-56236	-78380	6613	-7201
-58651	41584	36327	-47267	-37729
8453	42421	57625	-15177	-1153
-54619	5501	6612	-43780	-24068
-35075	75792	64861	-35415	-42053
-19551	-48084	-74171	17376	-4433
40576	52852	6180	59803	-15698
-24024	-68954	-30156	-34973	24947
-43611	-24146	-4506	-43287	-4030
83040	32059	29579	56492	24390
12625	44663	50569	-3674	-3783
22336	-28050	-42964	35100	11749
38448	54443	7802	55285	-16273
76187	9642	11073	52359	29601
53349	-56446	-76864	71446	29015
-56807	4228	60246	-91445	-4153
27897	-82532	-78041	37182	35640
57152	-12770	-13332	46600	26604
10436	-89921	-70985	10290	36278
-45959	65191	54651	-39791	-40509
-55808	5888	59868	-87784	-2009
28743	52718	22323	36189	-14436
28719	-27661	-38223	38357	13924
-78547	-66553	-55756	-51044	-12381
4460	-37182	-60278	28701	1665
-30705	24575	73503	-68086	-129
34122	57313	13992	50140	-15730
38983	-71151	-80343	51684	34018
81024	53467	46739	54310	19020
-76420	-65897	-59331	-46679	-11939
-40830	-60967	-76134	-3094	-8516
-8663	34856	72689	-48530	-115
15383	-31370	-50938	33971	8427
